snippet,sentiment,cleaned_snippet
"an undistinguished attempt to make a classic theater piece cinematic . 
",0,undistinguished attempt make classic theater piece cinematic
"too many scenarios in which the hero might have an opportunity to triumphantly sermonize , and too few that allow us to wonder for ourselves if things will turn out okay . 
",0,many scenarios hero might opportunity triumphantly sermonize allow us wonder things turn okay
"there is simply not enough of interest onscreen to sustain its seventy-minute running time . 
",0,simply enough interest onscreen sustain seventyminute running time
"a wordy wisp of a comedy . 
",0,wordy wisp comedy
"broomfield's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient . 
",0,broomfields style journalism hardly journalism even avid interest subject grow impatient
"[seagal's] strenuous attempt at a change in expression could very well clinch him this year's razzie . 
",0,seagals strenuous attempt change expression could well clinch years razzie
"has the disjointed feel of a bunch of strung-together tv episodes . 
",0,disjointed feel bunch strungtogether tv episodes
"a series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story . 
",0,series escapades demonstrating adage good goose also good gander occasionally amuses none amounts much story
"ozpetek offers an aids subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves . 
",0,ozpetek offers aids subtext skims realities gay sex presents yet another tired old vision gay community allinclusive world uptight middle class bores like antonia feel good
"a dopey movie clothed in excess layers of hipness . 
",0,dopey movie clothed excess layers hipness
"the sweetest thing is expressly for idiots who don't care what kind of sewage they shovel into their mental gullets to simulate sustenance . 
",0,sweetest thing expressly idiots dont care kind sewage shovel mental gullets simulate sustenance
"sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman can't save it . 
",0,sinks low poorly played game absurd plot twists idiotic court maneuvers stupid characters even freeman cant save
"i realized that no matter how fantastic reign of fire looked , its story was making no sense at all . 
",0,realized matter fantastic reign fire looked story making sense
"it made me realize that we really haven't had a good cheesy b-movie playing in theaters since . . . well . . . since last week's reign of fire . 
",0,made realize really havent good cheesy bmovie playing theaters since well since last weeks reign fire
"some movies were made for the big screen , some for the small screen , and some , like ballistic : ecks vs . sever , were made for the palm screen . 
",0,movies made big screen small screen like ballistic ecks vs sever made palm screen
"sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit , yet it's geared toward an audience full of masters of both . 
",0,sc2 autopilot hollywood concoction lacking imagination authentic christmas spirit yet geared toward audience full masters
"after all the big build-up , the payoff for the audience , as well as the characters , is messy , murky , unsatisfying . 
",0,big buildup payoff audience well characters messy murky unsatisfying
"seems content to dog-paddle in the mediocre end of the pool , and it's a sad , sick sight . 
",0,seems content dogpaddle mediocre end pool sad sick sight
"it's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly . 
",0,refreshing someone understands need bad boy diesel brawny frame cool composed delivery fits bill perfectly
"if all of eight legged freaks was as entertaining as the final hour , i would have no problem giving it an unqualified recommendation . 
",0,eight legged freaks entertaining final hour would problem giving unqualified recommendation
"suffers from a flat script and a low budget . 
",0,suffers flat script low budget
"there are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple doesn't mean you have to check your brain at the door . the same should go for movie theaters . 
",0,deeply religious spiritual people world would argue entering church synagogue temple doesnt mean check brain door go movie theaters
"seemingly a vehicle to showcase the canadian's inane ramblings , stealing harvard is a smorgasbord of soliloquies about nothing delivered by the former mr . drew barrymore . 
",0,seemingly vehicle showcase canadians inane ramblings stealing harvard smorgasbord soliloquies nothing delivered former mr drew barrymore
"the film tries to touch on spousal abuse but veers off course and becomes just another revenge film . 
",0,film tries touch spousal abuse veers course becomes another revenge film
"as it stands it's an opera movie for the buffs . 
",0,stands opera movie buffs
"la cinta comienza intentando ser un drama , rápidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible
",0,la cinta comienza intentando ser un drama rápidamente se transforma en una comedia termina por ser una parodia absolutamente predecible
"this franchise has not spawned a single good film . the crap continues . 
",0,franchise spawned single good film crap continues
"if only it were , well , funnier . 
",0,well funnier
"its inescapable absurdities are tantamount to insulting the intelligence of anyone who hasn't been living under a rock ( since sept . 11 ) . 
",0,inescapable absurdities tantamount insulting intelligence anyone hasnt living rock since sept 11
"high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky . 
",0,high drama disneystyle wing prayer hunky hasbeen pursuing castle sky
"like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover . 
",0,like script nurses plot holes gaping enough pilot entire olympic swim team characters swimfan seem motivated nothing short dull braindeadening hangover
"one big blustery movie where nothing really happens . when it comes out on video , then it's the perfect cure for insomnia . 
",0,one big blustery movie nothing really happens comes video perfect cure insomnia
"like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour . 
",0,like comedian starts promisingly proceeds flop comedian runs steam half hour
"the pairing does sound promising in theory . . . but their lack of chemistry makes eddie murphy and robert deniro in showtime look like old , familiar vaudeville partners . 
",0,pairing sound promising theory lack chemistry makes eddie murphy robert deniro showtime look like old familiar vaudeville partners
"director chris eyre is going through the paces again with his usual high melodramatic style of filmmaking . 
",0,director chris eyre going paces usual high melodramatic style filmmaking
"as it stands , there's some fine sex onscreen , and some tense arguing , but not a whole lot more . 
",0,stands theres fine sex onscreen tense arguing whole lot
"i could just feel the screenwriter at every moment 'tap , tap , tap , tap , tapping away' on this screenplay . 
",0,could feel screenwriter every moment tap tap tap tap tapping away screenplay
"the picture doesn't know it's a comedy . 
",0,picture doesnt know comedy
"a stupid , derivative horror film that substitutes extreme gore for suspense . 
",0,stupid derivative horror film substitutes extreme gore suspense
"the rollerball sequences feel sanitised and stagey . 
",0,rollerball sequences feel sanitised stagey
"roman polanski directs the pianist like a surgeon mends a broken heart ; very meticulously but without any passion . 
",0,roman polanski directs pianist like surgeon mends broken heart meticulously without passion
"nothing more than a run-of-the-mill action flick . 
",0,nothing runofthemill action flick
"lan yu is certainly a serviceable melodrama , but it doesn't even try for the greatness that happy together shoots for ( and misses ) . 
",0,lan yu certainly serviceable melodrama doesnt even try greatness happy together shoots misses
"this is an action movie with an action icon who's been all but decommissioned . 
",0,action movie action icon whos decommissioned
"even if it is generally amusing from time to time , i spy has all the same problems the majority of action comedies have . 
",0,even generally amusing time time spy problems majority action comedies
"much like robin williams , death to smoochy has already reached its expiration date . 
",0,much like robin williams death smoochy already reached expiration date
"an annoying orgy of excess and exploitation that has no point and goes nowhere . 
",0,annoying orgy excess exploitation point goes nowhere
"a tired , unnecessary retread . . . a stale copy of a picture that wasn't all that great to begin with . 
",0,tired unnecessary retread stale copy picture wasnt great begin
"an often unfunny romp . 
",0,often unfunny romp
"a worthy idea , but the uninspired scripts , acting and direction never rise above the level of an after-school tv special . 
",0,worthy idea uninspired scripts acting direction never rise level afterschool tv special
"twenty years later , reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task . 
",0,twenty years later reggio still knows make point poetic imagery ability startle stifled prevalence fastforward technology stringently takes task
"it bites hard . 
",0,bites hard
"ear-splitting exercise in formula crash-and-bash action . 
",0,earsplitting exercise formula crashandbash action
"we have an actor who is great fun to watch performing in a film that is only mildly diverting . 
",0,actor great fun watch performing film mildly diverting
"despite hoffman's best efforts , wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before . 
",0,despite hoffmans best efforts wilson remains silent lumpish cipher encounters reveal nothing
"there's a thin line between likably old-fashioned and fuddy-duddy , and the count of monte cristo . . . never quite settles on either side . 
",0,theres thin line likably oldfashioned fuddyduddy count monte cristo never quite settles either side
"the emotional overload of female angst irreparably drags the film down . 
",0,emotional overload female angst irreparably drags film
"schaefer's . . . determination to inject farcical raunch . . . drowns out the promise of the romantic angle . 
",0,schaefers determination inject farcical raunch drowns promise romantic angle
"like showgirls and glitter , the most entertaining moments here are unintentional . 
",0,like showgirls glitter entertaining moments unintentional
"while some of the camera work is interesting , the film's mid-to-low budget is betrayed by the surprisingly shoddy makeup work . 
",0,camera work interesting films midtolow budget betrayed surprisingly shoddy makeup work
"the origin story is well told , and the characters will not disappoint anyone who values the original comic books . it's in the action scenes that things fall apart . 
",0,origin story well told characters disappoint anyone values original comic books action scenes things fall apart
"impostor is a step down for director gary fleder . 
",0,impostor step director gary fleder
"seagal , who looks more like danny aiello these days , mumbles his way through the movie . 
",0,seagal looks like danny aiello days mumbles way movie
"the movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents . 
",0,movie negligible work manipulation exploitation piece usual worst guilttrip parents
"lacks dramatic punch and depth . 
",0,lacks dramatic punch depth
"there are moments of real pleasure to be found in sara sugarman's whimsical comedy very annie-mary but not enough to sustain the film . 
",0,moments real pleasure found sara sugarmans whimsical comedy anniemary enough sustain film
"i can analyze this movie in three words : thumbs friggin' down . 
",0,analyze movie three words thumbs friggin
"sadly , 'garth' hasn't progressed as nicely as 'wayne . '
",0,sadly garth hasnt progressed nicely wayne
"make like the title and dodge this one . 
",0,make like title dodge one
"this is not one of the movies you'd want to watch if you only had a week to live . 
",0,one movies youd want watch week live
"the first hour is tedious though ford and neeson capably hold our interest , but its just not a thrilling movie . 
",0,first hour tedious though ford neeson capably hold interest thrilling movie
"here's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior . 
",0,heres case two actors everything humanly possible create characters sweet believable defeated screenplay forces bizarre implausible behavior
"it's obvious [je-gyu is] trying for poetry ; what he gets instead has all the lyricism of a limerick scrawled in a public restroom . 
",0,obvious jegyu trying poetry gets instead lyricism limerick scrawled public restroom
"sweet home alabama is one dumb movie , but its stupidity is so relentlessly harmless that it almost wins you over in the end . 
",0,sweet home alabama one dumb movie stupidity relentlessly harmless almost wins end
"[green is] the comedy equivalent of saddam hussein , and i'm just about ready to go to the u . n . and ask permission for a preemptive strike . 
",0,green comedy equivalent saddam hussein im ready go u n ask permission preemptive strike
"no amount of good acting is enough to save oleander's uninspired story . 
",0,amount good acting enough save oleanders uninspired story
"a vile , incoherent mess . . . a scummy ripoff of david cronenberg's brilliant 'videodrome . '
",0,vile incoherent mess scummy ripoff david cronenbergs brilliant videodrome
"murphy and wilson actually make a pretty good team . . . but the project surrounding them is distressingly rote . 
",0,murphy wilson actually make pretty good team project surrounding distressingly rote
"despite its raucous intent , xxx is as conventional as a nike ad and as rebellious as spring break . 
",0,despite raucous intent xxx conventional nike ad rebellious spring break
"think the lion king redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by bryan adams , the world's most generic rock star . 
",0,think lion king redone horses fewer deliberate laughs inadvertent ones stunningly trite songs bryan adams worlds generic rock star
"it is one more celluloid testimonial to the cruelties experienced by southern blacks as distilled through a caucasian perspective . 
",0,one celluloid testimonial cruelties experienced southern blacks distilled caucasian perspective
"it's tough being a black man in america , especially when the man has taken away your car , your work-hours and denied you health insurance . 
",0,tough black man america especially man taken away car workhours denied health insurance
"a small fortune in salaries and stunt cars might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) . 
",0,small fortune salaries stunt cars might saved director tom dey spliced together bits pieces midnight run 48 hours matter shrek
"an amateurish , quasi-improvised acting exercise shot on ugly digital video . 
",0,amateurish quasiimprovised acting exercise shot ugly digital video
"the holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot . 
",0,holes film remain agape holes punched inconsistent meandering sometimes dry plot
"would benigni's italian pinocchio have been any easier to sit through than this hastily dubbed disaster ? 
",0,would benignis italian pinocchio easier sit hastily dubbed disaster
"unofficially , national lampoon's van wilder is son of animal house . officially , it is twice as bestial but half as funny . 
",0,unofficially national lampoons van wilder son animal house officially twice bestial half funny
"this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie . 
",0,fragmented film good idea followed bad idea turn movie
"mindless yet impressively lean spinoff of last summer's bloated effects fest the mummy returns . 
",0,mindless yet impressively lean spinoff last summers bloated effects fest mummy returns
"halfway through the movie , the humor dwindles . it's replaced by some dramatic scenes that are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy . 
",0,halfway movie humor dwindles replaced dramatic scenes jarring deeply place could probably lighthearted comedy
"will be far more interesting to the soderbergh faithful than it will be to the casual moviegoer who might be lured in by julia roberts . . . 
",0,far interesting soderbergh faithful casual moviegoer might lured julia roberts
"authentic , and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow . 
",0,authentic times endearing humorous spooky educational times bland block snow
"[a] mess . 
",0,mess
"control-alt-delete simone as quickly as possible
",0,controlaltdelete simone quickly possible
"follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun . 
",0,follows original film virtually scene scene yet manages bleed almost completely dry humor verve fun
"the filmmaker ascends , literally , to the olympus of the art world , but he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster . 
",0,filmmaker ascends literally olympus art world would done well end flawed dazzling series raising something cremaster
"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo . 
",0,screenplay comes across rather unintentionally hiphop scoobydoo
"has lost some of the dramatic conviction that underlies the best of comedies . . . 
",0,lost dramatic conviction underlies best comedies
"vaguely interesting , but it's just too too much . 
",0,vaguely interesting much
" . . . no charm , no laughs , no fun , no reason to watch . 
",0,charm laughs fun reason watch
"a generic family comedy unlikely to be appreciated by anyone outside the under-10 set . 
",0,generic family comedy unlikely appreciated anyone outside under10 set
"kung pow seems like some futile concoction that was developed hastily after oedekerk and his fellow moviemakers got through crashing a college keg party . 
",0,kung pow seems like futile concoction developed hastily oedekerk fellow moviemakers got crashing college keg party
"kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business . 
",0,kurys seems intimidated subject matter period trappings debut venture heritage business
"the film virtually chokes on its own self-consciousness . 
",0,film virtually chokes selfconsciousness
"a manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse . 
",0,manipulative feminist empowerment tale thinly posing serious drama spousal abuse
"everything in maid in manhattan is exceedingly pleasant , designed not to offend . it goes down easy , leaving virtually no aftertaste . 
",0,everything maid manhattan exceedingly pleasant designed offend goes easy leaving virtually aftertaste
"a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility . 
",0,profoundly stupid affair populating hackneyed meanspirited storyline cardboard characters performers value cash credibility
" . . . pays tribute to heroes the way julia roberts hands out awards--with phony humility barely camouflaging grotesque narcissism . 
",0,pays tribute heroes way julia roberts hands awardswith phony humility barely camouflaging grotesque narcissism
"time stands still in more ways that one in clockstoppers , a sci-fi thriller as lazy as it is interminable . 
",0,time stands still ways one clockstoppers scifi thriller lazy interminable
"as a director , eastwood is off his game -- there's no real sense of suspense , and none of the plot 'surprises' are really surprising . 
",0,director eastwood game theres real sense suspense none plot surprises really surprising
"eccentric enough to stave off doldrums , caruso's self-conscious debut is also eminently forgettable . 
",0,eccentric enough stave doldrums carusos selfconscious debut also eminently forgettable
"to work , love stories require the full emotional involvement and support of a viewer . that is made almost impossible by events that set the plot in motion . 
",0,work love stories require full emotional involvement support viewer made almost impossible events set plot motion
"although barbershop boasts some of today's hottest and hippest acts from the world of television , music and stand-up comedy , this movie strangely enough has the outdated swagger of a shameless 70s blaxploitation shuck-and-jive sitcom . 
",0,although barbershop boasts todays hottest hippest acts world television music standup comedy movie strangely enough outdated swagger shameless 70s blaxploitation shuckandjive sitcom
"a puzzle whose pieces do not fit . some are fascinating and others are not , and in the end , it is almost a good movie . 
",0,puzzle whose pieces fit fascinating others end almost good movie
"would that greengrass had gone a tad less for grit and a lot more for intelligibility . 
",0,would greengrass gone tad less grit lot intelligibility
"the good is very , very good . . . the rest runs from mildly unimpressive to despairingly awful . 
",0,good good rest runs mildly unimpressive despairingly awful
"'butterfingered' is the word for the big-fisted direction of jez butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach . 
",0,butterfingered word bigfisted direction jez butterworth manages blast even smallest sensitivities romance clamorous approach
"be forewarned , if you're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards . 
",0,forewarned youre depressed anything watching film may end trying drown lake afterwards
"a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome . in the wrong hands , i . e . peploe's , it's simply unbearable
",0,terrible adaptation play ever walked delicate tightrope farcical loathsome wrong hands e peploes simply unbearable
"an inexperienced director , mehta has much to learn . 
",0,inexperienced director mehta much learn
"a limp eddie murphy vehicle that even he seems embarrassed to be part of . 
",0,limp eddie murphy vehicle even seems embarrassed part
"dramatically lackluster . 
",0,dramatically lackluster
"so muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker's characteristic style . 
",0,muddled repetitive ragged says far less horrifying historical reality filmmakers characteristic style
"a gushy episode of "" m * a * s * h "" only this time from an asian perspective . 
",0,gushy episode h time asian perspective
" "" looking for leonard "" just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something . 
",0,looking leonard seems kinda sit neutral hoping stiff wind blow uphill something
"nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy . 
",0,nothing four five mild chuckles surrounded 86 minutes overlyfamiliar poorlyconstructed comedy
"definitely in the guilty pleasure b-movie category , reign of fire is so incredibly inane that it is laughingly enjoyable . 
",0,definitely guilty pleasure bmovie category reign fire incredibly inane laughingly enjoyable
"good-looking but relentlessly lowbrow outing plays like clueless does south fork . 
",0,goodlooking relentlessly lowbrow outing plays like clueless south fork
"entertaining enough , but nothing new
",0,entertaining enough nothing new
" . . . one resurrection too many . 
",0,one resurrection many
"this is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout . even as the hero of the story rediscovers his passion in life , the mood remains oddly detached . 
",0,film irksome tiresome nature complacency remains utterly satisfied remain throughout even hero story rediscovers passion life mood remains oddly detached
"demeo is not without talent ; he just needs better material . 
",0,demeo without talent needs better material
"in spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice . 
",0,spite featuring script credited fewer five writers apparently nobody bothered check twice
"no one involved , save dash , shows the slightest aptitude for acting , and the script , credited to director abdul malik abbott and ernest 'tron' anderson , seems entirely improvised . 
",0,one involved save dash shows slightest aptitude acting script credited director abdul malik abbott ernest tron anderson seems entirely improvised
"initially gripping , eventually cloying pow drama . 
",0,initially gripping eventually cloying pow drama
"a timid , soggy near miss . 
",0,timid soggy near miss
"works better in the conception than it does in the execution . . . winds up seeming just a little too clever . 
",0,works better conception execution winds seeming little clever
"to the vast majority of more casual filmgoers , it will probably be a talky bore . 
",0,vast majority casual filmgoers probably talky bore
"observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout maelstrom . 
",0,observant intelligence constantly vies pretension sometimes plain wacky implausibility throughout maelstrom
"this version of h . g . wells' time machine was directed by h . g . wells' great-grandson . they should have found orson welles' great-grandson . 
",0,version h g wells time machine directed h g wells greatgrandson found orson welles greatgrandson
"shunji iwai's all about lily chou chou is a beautifully shot , but ultimately flawed film about growing up in japan . 
",0,shunji iwais lily chou chou beautifully shot ultimately flawed film growing japan
"with more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man's monster movie . 
",0,character development might eerie thriller better payoffs could thinking mans monster movie
"thriller directorial debut for traffic scribe gaghan has all the right parts , but the pieces don't quite fit together . 
",0,thriller directorial debut traffic scribe gaghan right parts pieces dont quite fit together
" . . . would be a total loss if not for two supporting performances taking place at the movie's edges . 
",0,would total loss two supporting performances taking place movies edges
"there's not a single jump-in-your-seat moment and believe it or not , jason actually takes a backseat in his own film to special effects . 
",0,theres single jumpinyourseat moment believe jason actually takes backseat film special effects
"goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing . . . but she and writing partner laurence coriat don't manage an equally assured narrative coinage . 
",0,goldbacher draws elegant visual sense talent easy seductive pacing writing partner laurence coriat dont manage equally assured narrative coinage
"though harris is affecting at times , he cannot overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities . 
",0,though harris affecting times overcome sense pumpkin mere plot pawn two directors far less endearing disabilities
"the documentary is much too conventional -- lots of boring talking heads , etc . -- to do the subject matter justice . 
",0,documentary much conventional lots boring talking heads etc subject matter justice
"the movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart . 
",0,movie appears running hypertime reverse truly funny bits get apart
"this is not a jackie chan movie . it's just a movie that happens to have jackie chan in it . and that makes all the difference . 
",0,jackie chan movie movie happens jackie chan makes difference
"far too clever by half , howard's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another . 
",0,far clever half howards film really series strungtogether moments spaces filled fantasies daydreams memories one fantastic visual trope another
"the problem with movies about angels is they have a tendency to slip into hokum . a rumor of angels doesn't just slip -- it avalanches into forced fuzziness . 
",0,problem movies angels tendency slip hokum rumor angels doesnt slip avalanches forced fuzziness
"no big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film . 
",0,big whoop nothing new see zero thrills many flashbacks choppy ending make bad film
"i don't think this movie loves women at all . 
",0,dont think movie loves women
"shankman . . . and screenwriter karen janszen bungle their way through the narrative as if it were a series of bible parables and not an actual story . 
",0,shankman screenwriter karen janszen bungle way narrative series bible parables actual story
"a negligible british comedy . 
",0,negligible british comedy
"fails to convince the audience that these brats will ever be anything more than losers . 
",0,fails convince audience brats ever anything losers
"stay away . far away . 
",0,stay away far away
"slack and uninspired , and peopled mainly by characters so unsympathetic that you're left with a sour taste in your mouth . 
",0,slack uninspired peopled mainly characters unsympathetic youre left sour taste mouth
"skip this turd and pick your nose instead because you're sure to get more out of the latter experience . 
",0,skip turd pick nose instead youre sure get latter experience
"what can one say about a balding 50-year-old actor playing an innocent boy carved from a log ? 
",0,one say balding 50yearold actor playing innocent boy carved log
"trailer trash cinema so uncool the only thing missing is the "" gadzooks ! "" 
",0,trailer trash cinema uncool thing missing gadzooks
"her film is like a beautiful food entrée that isn't heated properly , so that it ends up a bit cold and relatively flavorless . 
",0,film like beautiful food entrée isnt heated properly ends bit cold relatively flavorless
"like the world of his film , hartley created a monster but didn't know how to handle it . 
",0,like world film hartley created monster didnt know handle
"no new plot conceptions or environmental changes , just different bodies for sharp objects to rip through . 
",0,new plot conceptions environmental changes different bodies sharp objects rip
"needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion 'grandeur' shots and quick-cut edits that often detract from the athleticism . 
",0,needs impressionistic cinematography exhilarating pointofview shots fewer slowmotion grandeur shots quickcut edits often detract athleticism
"in the end , there isn't much to it . 
",0,end isnt much
"a waste of fearless purity in the acting craft . 
",0,waste fearless purity acting craft
"the film is ultimately about as inspiring as a hallmark card . 
",0,film ultimately inspiring hallmark card
"anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly . 
",0,anyone hightech splatterfests advised take warning literally log something userfriendly
"disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances . 
",0,disreputable doings exquisite trappings dampened lackluster script substandard performances
"you could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time . 
",0,could easily mistake sketchy workinprogress inexplicably rushed megaplexes time
"directors harry gantz and joe gantz have chosen a fascinating subject matter , but the couples exposing themselves aren't all that interesting . 
",0,directors harry gantz joe gantz chosen fascinating subject matter couples exposing arent interesting
"yet another entry in the sentimental oh-those-wacky-brits genre that was ushered in by the full monty and is still straining to produce another smash hit . 
",0,yet another entry sentimental ohthosewackybrits genre ushered full monty still straining produce another smash hit
"for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience
",0,name woody allen guarantee something fresh sometimes funny usually genuinely worthwhile hollywood ending depressing experience
"femme fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience . are we dealing with dreams , visions or being told what actually happened as if it were the third ending of clue ? 
",0,femme fatale offers nothing baitandswitch beyond playing fair audience dealing dreams visions told actually happened third ending clue
"it could have been something special , but two things drag it down to mediocrity -- director clare peploe's misunderstanding of marivaux's rhythms , and mira sorvino's limitations as a classical actress . 
",0,could something special two things drag mediocrity director clare peploes misunderstanding marivauxs rhythms mira sorvinos limitations classical actress
"fluffy neo-noir hiding behind cutesy film references . 
",0,fluffy neonoir hiding behind cutesy film references
"imagine susan sontag falling in love with howard stern . 
",0,imagine susan sontag falling love howard stern
"like being trapped inside a huge video game , where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again . 
",0,like trapped inside huge video game exciting inane images keep popping past head illogical things keep happening
"should have been worth cheering as a breakthrough but is devoid of wit and humor . 
",0,worth cheering breakthrough devoid wit humor
"the best thing about the movie is its personable , amusing cast . 
",0,best thing movie personable amusing cast
"these guys seem great to knock back a beer with but they're simply not funny performers . 
",0,guys seem great knock back beer theyre simply funny performers
"everything was as superficial as the forced new jersey lowbrow accent uma had . 
",0,everything superficial forced new jersey lowbrow accent uma
"o ótimo esforço do diretor acaba sendo frustrado pelo roteiro , que , depois de levar um bom tempo para colocar a trama em andamento , perde-se de vez a partir do instante em que os estranhos acontecimentos são explicados . 
",0,ótimo esforço diretor acaba sendo frustrado pelo roteiro que depois de levar um bom tempo para colocar trama em andamento perdese de vez partir instante em que os estranhos acontecimentos são explicados
"director david fincher and writer david koepp can't sustain it . 
",0,director david fincher writer david koepp cant sustain
"finally coming down off of miramax's deep shelves after a couple of aborted attempts , waking up in reno makes a strong case for letting sleeping dogs lie . 
",0,finally coming miramaxs deep shelves couple aborted attempts waking reno makes strong case letting sleeping dogs lie
"a movie that feels like the pilot episode of a new teen-targeted action tv series . 
",0,movie feels like pilot episode new teentargeted action tv series
"one of the most highly-praised disappointments i've had the misfortune to watch in quite some time . 
",0,one highlypraised disappointments ive misfortune watch quite time
"the animation and backdrops are lush and inventive , yet return to neverland never manages to take us to that elusive , lovely place where we suspend our disbelief . 
",0,animation backdrops lush inventive yet return neverland never manages take us elusive lovely place suspend disbelief
"director shekhar kapur and screenwriters michael schiffer and hossein amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great . 
",0,director shekhar kapur screenwriters michael schiffer hossein amini tried hard modernize reconceptualize things barriers finally prove great
"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short . 
",0,strong filmmaking requires clear sense purpose ohsoimportant category four feathers comes short
"the thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes ( of which they'll get plenty ) fills me with revulsion . 
",0,thought watching film audience full teenagers fixating body humour reinforcement stereotypes theyll get plenty fills revulsion
"devolves into the derivative , leaning on badly-rendered cgi effects . 
",0,devolves derivative leaning badlyrendered cgi effects
"anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in 'the ring . '
",0,anyone gets chills movies giant plot holes find plenty shake shiver ring
"a grand fart coming from a director beginning to resemble someone's crazy french grandfather . 
",0,grand fart coming director beginning resemble someones crazy french grandfather
"the script is a disaster , with cloying messages and irksome characters . 
",0,script disaster cloying messages irksome characters
"both overstuffed and undernourished . . . the film can't be called a solid success , although there's plenty of evidence here to indicate clooney might have better luck next time . 
",0,overstuffed undernourished film cant called solid success although theres plenty evidence indicate clooney might better luck next time
"plods along , minus the twisted humor and eye-popping visuals that have made miike . . . a cult hero . 
",0,plods along minus twisted humor eyepopping visuals made miike cult hero
"hollywood has taken quite a nosedive from alfred hitchcock's imaginative flight to shyamalan's self-important summer fluff . 
",0,hollywood taken quite nosedive alfred hitchcocks imaginative flight shyamalans selfimportant summer fluff
"the film's maudlin focus on the young woman's infirmity and her naive dreams play like the worst kind of hollywood heart-string plucking . 
",0,films maudlin focus young womans infirmity naive dreams play like worst kind hollywood heartstring plucking
"a pretentious mess . 
",0,pretentious mess
"predictably soulless techno-tripe . 
",0,predictably soulless technotripe
"i firmly believe that a good video game movie is going to show up soon . i also believe that resident evil is not it . 
",0,firmly believe good video game movie going show soon also believe resident evil
